TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2018,8,7,18,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,8,13,21,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,8,19,12,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,9,10,12,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,9,21,18,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,9,29,10,52,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,10,21,23,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,11,18,18,45,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,11,20,19,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,12,4,8,5,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,12,4,10,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,12,6,9,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,12,8,18,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.842
Theft from Vehicle,2018,1,25,16,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,2,5,18,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,2,9,20,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,2,14,19,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,2,17,17,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,3,16,22,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,3,20,19,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,4,6,19,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,4,14,12,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,6,6,18,57,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,6,11,18,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,6,21,21,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,7,7,18,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,7,19,18,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,9,24,13,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,10,14,11,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,10,20,13,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,11,5,18,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,11,16,16,30,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,12,15,4,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0359,5458513.521
Theft from Vehicle,2018,4,2,9,0,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,4,14,22,30,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,5,18,10,0,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,6,16,18,15,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,7,11,18,30,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,7,11,19,45,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,8,11,19,0,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,8,20,17,30,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,12,13,21,0,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,12,31,22,0,CAMBIE ST / W HASTINGS ST,Central Business District,492028.3046,5458872.709
Theft from Vehicle,2018,10,28,9,0,CAMBIE ST / W KING EDWARD AVE,South Cambie,491594.3705,5455134.48
Theft from Vehicle,2018,4,17,19,30,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,4,24,19,0,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,8,9,18,0,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,8,12,17,15,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,8,15,22,0,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,8,25,16,0,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,10,2,19,30,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,10,15,18,30,CAMBIE ST / W PENDER ST,Central Business District,491994.9508,5458762.165
Theft from Vehicle,2018,3,13,11,15,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,3,27,11,40,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,7,17,20,30,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,7,31,23,0,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,9,6,17,30,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,10,20,18,10,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,12,6,18,0,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,12,13,23,0,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.743
Theft from Vehicle,2018,2,3,14,56,CAMBRIDGE ST / N GARDEN DR,Grandview-Woodland,495800.6537,5459318.286
Theft from Vehicle,2018,9,20,18,40,CAMOSUN ST / W 30TH AVE,Dunbar-Southlands,485679.2024,5454739.264
Theft from Vehicle,2018,6,30,17,25,CAMPBELL AVE / E CORDOVA ST,Strathcona,493835.9168,5458809.809
Theft from Vehicle,2018,8,13,18,0,CAMPBELL AVE / E CORDOVA ST,Strathcona,493835.9168,5458809.809
Theft from Vehicle,2018,4,10,14,15,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6693,5458702.288
Theft from Vehicle,2018,8,15,21,0,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6693,5458702.288
Theft from Vehicle,2018,12,26,0,0,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6693,5458702.288
Theft from Vehicle,2018,7,5,20,0,CAMPBELL AVE / UNION ST,Strathcona,493820.453,5458297.24
Theft from Vehicle,2018,7,20,22,0,CARDERO ST / COMOX ST,West End,490070.776,5459326.861
Theft from Vehicle,2018,4,23,22,0,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.717
Theft from Vehicle,2018,6,9,16,0,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.717
Theft from Vehicle,2018,7,3,23,0,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.717
Theft from Vehicle,2018,10,22,7,30,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.717
Theft from Vehicle,2018,1,20,5,0,CARDERO ST / HARWOOD ST,West End,489761.4651,5459013.404
Theft from Vehicle,2018,4,12,19,0,CARDERO ST / HARWOOD ST,West End,489761.4651,5459013.404
Theft from Vehicle,2018,6,8,13,0,CARDERO ST / PENDRELL ST,West End,489995.4223,5459251.436
Theft from Vehicle,2018,8,24,11,0,CARDERO ST / PENDRELL ST,West End,489995.4223,5459251.436
Theft from Vehicle,2018,8,1,0,0,CARDERO ST / ROBSON ST,West End,490380.7894,5459638.079
Theft from Vehicle,2018,12,13,20,30,CARDERO ST / ROBSON ST,West End,490380.7894,5459638.079
Theft from Vehicle,2018,1,12,22,0,CARDERO ST / W GEORGIA ST,West End,490503.4762,5459766.668
Theft from Vehicle,2018,7,5,15,46,CARNARVON ST / W 12TH AVE,Kitsilano,487474.3074,5456534.712
Theft from Vehicle,2018,10,7,20,0,CARNARVON ST / W 28TH AVE,Dunbar-Southlands,487412.9107,5454936.718
Theft from Vehicle,2018,11,12,16,30,CARNARVON ST / W BROADWAY AVE,Kitsilano,487481.9291,5456834.011
Theft from Vehicle,2018,12,24,22,0,CAROLINA ST / E 11TH AVE,Mount Pleasant,493372.1429,5456434.062
Theft from Vehicle,2018,9,19,21,0,CAROLINA ST / E 13TH AVE,Mount Pleasant,493369.2542,5456234.077
Theft from Vehicle,2018,6,13,21,30,CAROLINA ST / E 5TH AVE,Mount Pleasant,493379.1546,5457048.373
Theft from Vehicle,2018,10,19,16,0,CAROLINA ST / E 6TH AVE,Mount Pleasant,493378.8868,5456947.341
Theft from Vehicle,2018,7,19,18,30,CAROLINA ST / GREAT NORTHERN WAY,Mount Pleasant,493394.018,5457117.717
Theft from Vehicle,2018,5,10,22,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,7,2,21,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,7,6,14,37,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,7,30,14,30,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,8,8,8,29,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,8,10,22,30,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,9,1,15,1,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,9,3,10,22,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,9,24,22,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,11,24,23,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,12,2,0,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,12,6,22,50,CARRALL ST / E CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,1,29,21,30,CARRALL ST / E PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,8,3,0,30,CARRALL ST / E PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,5,12,22,0,CARRALL ST / EXPO BLVD,Central Business District,492278.8098,5458371.105
Theft from Vehicle,2018,12,13,10,0,CARRALL ST / EXPO BLVD,Central Business District,492278.8098,5458371.105
Theft from Vehicle,2018,1,18,21,45,CARRALL ST / KEEFER PL,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,3,19,15,30,CARRALL ST / KEEFER PL,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,4,9,18,45,CARRALL ST / KEEFER PL,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,10,29,10,0,CARRALL ST / KEEFER PL,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,5,8,18,15,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,7,29,14,28,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,8,10,2,51,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,9,29,21,30,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,10,2,21,0,CARRALL ST / KEEFER ST,Central Business District,492401.9923,5458502.081
Theft from Vehicle,2018,6,6,19,30,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,6,7,1,52,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,6,17,21,0,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,7,19,16,13,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,7,22,2,42,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,12,9,19,52,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,12,13,16,0,CARRALL ST / PACIFIC BLVD,Central Business District,492257.6014,5458266.558
Theft from Vehicle,2018,1,15,18,30,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,2,12,15,0,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,2,21,20,50,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,5,1,19,0,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,5,21,18,30,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,6,23,0,0,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,7,16,19,20,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,11,3,19,30,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,12,30,13,0,CARRALL ST / W CORDOVA ST,Central Business District,492416.8338,5458858.141
Theft from Vehicle,2018,1,25,22,15,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,3,3,20,48,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,5,18,12,2,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,5,20,16,20,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,6,1,23,20,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,6,25,23,45,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,8,18,22,20,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,10,6,19,50,CARRALL ST / W PENDER ST,Central Business District,492408.4365,5458642.8
Theft from Vehicle,2018,3,13,17,30,CARTWRIGHT ST / JOHNSTON ST,Fairview,490406.8462,5457425.386
Theft from Vehicle,2018,7,14,5,0,CASSIAR ST / E 3RD AVE,Hastings-Sunrise,497745.3841,5457199.311
Theft from Vehicle,2018,1,20,18,0,CECIL ST / KINGSWAY AVE,Renfrew-Collingwood,497314.4977,5453538.917
Theft from Vehicle,2018,9,30,14,30,CECIL ST / KINGSWAY AVE,Renfrew-Collingwood,497314.4977,5453538.917
Theft from Vehicle,2018,11,25,19,15,CECIL ST / KINGSWAY AVE,Renfrew-Collingwood,497314.4977,5453538.917
Theft from Vehicle,2018,12,27,20,49,CECIL ST / KINGSWAY AVE,Renfrew-Collingwood,497314.4977,5453538.917
Theft from Vehicle,2018,3,8,21,0,CENTRAL ST / QUEBEC ST,Mount Pleasant,492593.4372,5457685.392
Theft from Vehicle,2018,4,2,13,0,CENTRAL ST / STATION ST,Strathcona,492866.2632,5457590.148
Theft from Vehicle,2018,3,25,15,45,CHARLES ST / CLARK DR,Grandview-Woodland,494375.9357,5457821.956
Theft from Vehicle,2018,4,11,12,0,CHARLES ST / KAMLOOPS ST,Hastings-Sunrise,496022.1727,5457836.638
Theft from Vehicle,2018,6,16,10,30,CHARLES ST / SALSBURY DR,Grandview-Woodland,495080.9314,5457809.874
Theft from Vehicle,2018,1,14,22,0,CHARLES ST / TEMPLETON DR,Grandview-Woodland,495643.0084,5457800.651
Theft from Vehicle,2018,1,27,3,16,CHARLES ST / TEMPLETON DR,Grandview-Woodland,495643.0084,5457800.651
Theft from Vehicle,2018,3,26,18,30,CHESTER ST / E 45TH AVE,Sunset,493498.9563,5452932.665
Theft from Vehicle,2018,11,25,23,30,CHILCO ST / HARO ST,West End,489860.623,5460000.976
Theft from Vehicle,2018,6,23,15,30,CHILCO ST / PENDRELL ST,West End,489552.7741,5459689.162
Theft from Vehicle,2018,8,24,11,35,CITADEL PRDE / W GEORGIA ST,Central Business District,491872.5138,5458409.855
Theft from Vehicle,2018,11,12,21,0,CITADEL PRDE / W GEORGIA ST,Central Business District,491872.5138,5458409.855
Theft from Vehicle,2018,3,30,19,30,CLARK DR / E 12TH AVE,Mount Pleasant,494355.7956,5456321.086
Theft from Vehicle,2018,1,27,22,30,CLARK DR / E 15TH AVE,Mount Pleasant,494336.9208,5455995.12
Theft from Vehicle,2018,10,12,8,0,CLARK DR / E 1ST AVE,Grandview-Woodland,494371.8735,5457434.975
Theft from Vehicle,2018,1,5,21,0,CLARK DR / E 20TH AVE,Kensington-Cedar Cottage,494326.6169,5455543.105
Theft from Vehicle,2018,8,8,23,30,CLARK DR / E 20TH AVE,Kensington-Cedar Cottage,494326.6169,5455543.105
Theft from Vehicle,2018,1,14,0,30,CLARK DR / E 3RD AVE,Grandview-Woodland,494370.6208,5457234.947
Theft from Vehicle,2018,12,7,18,0,CLARK DR / E 6TH AVE,Strathcona,494366.7516,5456937.592
Theft from Vehicle,2018,8,19,20,30,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.129
Theft from Vehicle,2018,6,25,8,15,CLARK DR / E PENDER ST,Grandview-Woodland,494387.8994,5458625.474
Theft from Vehicle,2018,8,20,19,0,CLARK DR / E PENDER ST,Grandview-Woodland,494387.8994,5458625.474
Theft from Vehicle,2018,7,24,16,0,CLARK DR / FRANCES ST,Grandview-Woodland,494385.4209,5458526.635
Theft from Vehicle,2018,11,15,8,30,CLARK DR / FRANCES ST,Grandview-Woodland,494385.4209,5458526.635
Theft from Vehicle,2018,10,3,20,30,CLARK DR / POWELL ST,Strathcona,494385.3918,5458925.697
Theft from Vehicle,2018,8,4,20,0,CLARK DR / VENABLES ST,Grandview-Woodland,494379.9919,5458225.445
Theft from Vehicle,2018,3,7,21,0,COLLINGWOOD ST / W 1ST AVE,Kitsilano,486787.8474,5457626.26
Theft from Vehicle,2018,8,9,9,0,COLLINGWOOD ST / W 29TH AVE,Dunbar-Southlands,486758.4047,5454837.033
Theft from Vehicle,2018,2,10,17,45,COLLINGWOOD ST / W 31ST AVE,Dunbar-Southlands,486756.2724,5454625.325
Theft from Vehicle,2018,6,22,22,0,COLLINGWOOD ST / W 3RD AVE,Kitsilano,486783.4485,5457427.163
Theft from Vehicle,2018,6,9,0,45,COLLINGWOOD ST / W KING EDWARD AVE,Dunbar-Southlands,486764.3428,5455278.921
Theft from Vehicle,2018,1,14,18,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,1,21,19,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,1,25,12,38,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,2,12,18,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,2,15,5,5,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,4,15,22,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,5,18,22,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,5,26,12,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,6,15,12,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,7,9,8,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,7,11,17,45,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,7,18,17,40,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,7,21,17,54,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,7,21,22,28,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,8,2,16,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,8,24,22,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,8,28,12,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,9,8,0,15,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,9,8,9,20,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,9,23,11,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,10,11,8,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,10,16,19,52,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,10,17,20,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,11,14,18,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,11,24,0,1,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,11,29,14,56,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,11,30,10,15,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,12,12,14,40,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,12,13,4,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,12,16,17,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,12,24,0,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,12,26,16,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Theft from Vehicle,2018,6,2,12,13,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Theft from Vehicle,2018,9,7,10,45,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Theft from Vehicle,2018,10,4,12,20,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Theft from Vehicle,2018,11,5,21,45,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Theft from Vehicle,2018,1,28,22,40,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,2,18,20,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,3,4,22,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,3,10,18,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,3,29,13,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,4,29,20,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,5,11,23,47,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,5,14,15,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,6,12,12,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,9,8,11,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,11,13,18,20,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,12,6,22,0,COLUMBIA ST / E PENDER ST,Central Business District,492561.8373,5458637.2
Theft from Vehicle,2018,1,10,14,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,1,11,11,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,1,14,19,15,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,1,20,21,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,1,22,10,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,1,9,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,9,1,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,14,8,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,14,13,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,14,19,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,2,15,9,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,3,1,19,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,3,4,9,45,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,3,11,11,13,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,3,15,12,41,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,4,20,19,24,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,5,4,19,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,6,4,13,30,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,6,10,2,58,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
Theft from Vehicle,2018,6,16,9,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.9919,5458508.478
